Date;MLPSH.PA;MLTRA.PA;TNG.PA;ALTRA.PA;TRI.PA;ALTRI.PA;MLTRO.PA;MLTRC.PA;ALTRO.PA;ALTTI.PA;ALTXC.PA;ALU10.PA;UBI.PA;ALUCR.PA;MLUMG.PA;ALUMS.PA;MLUTP.PA;MLUMH.PA;UNBL.PA;UFF.PA;FPG.PA;ALUNT.PA;ALUPG.PA;ALUVI.PA;ALVAL.PA;FR.PA;VK.PA;VLA.PA;VLAP.PA;MLVAL.PA;ALVEL.PA;ALVU.PA;VIE.PA;VRLA.PA;ALVER.PA;VERBS.PA;VMX.PA;VRNL.PA;MLVER.PA;VETO.PA;ALVIA.PA;VCT.PA;VDLO.PA;VIL.PA;RIN.PA;DG.PA;VIRP.PA;ALVIV.PA;MLVIS.PA;SDT.PA;VMGBW.PA;VMGBX.PA;VMGBS.PA;VMGBU.PA;VMGBV.PA;ALVMG.PA;VMGBT.PA;VIV.PA;ALVGO.PA;VLTSA.PA;VTX.PA;ALVDM.PA;ALLIX.PA;WAVE.PA;ALWEC.PA;MLWEA.PA;ALWEB.PA;ALWED.PA;MF.PA;MLWEY.PA;MLWRC.PA;ALWIT.PA;WLN.PA;XFAB.PA;XIL.PA;XPO.PA;MAGIS.PA;MLZAM.PA;CV.PA
2019-11-27;0.19;2660.0;1.8;1.47;90.3;4.2;4.8;7.8;5.1;1.8;7.35;1.56;54.84;15.3;2.2;5.9;;26.8;530.0;19.45;0.471;2.56;5.4;4.16;2.28;36.74;2.343;2.465;0.12;14.3;7.1;4.02;23.23;29.92;0.1975;;2.06;1.62;9.3;59.2;20.0;38.7;1.84;4.76;48.65;100.6;209.5;23.8;1.46;2.5;;;;;;0.021;;24.82;10.8;11.75;2.32;112.0;12.76;23.15;12.65;2.44;5.35;23.8;124.0;3.8;3.0;3.06;58.0;4.1;41.6;260.0;1.1;0.2946;
2019-11-28;;2680.0;1.928;1.48;91.77;4.18;4.8;7.8;5.1;1.72;7.35;1.57;55.3;15.4;2.02;5.94;;32.0;530.0;19.3;0.47;2.56;5.4;4.32;2.26;36.43;2.36;2.51;0.117;;7.1;4.02;23.21;29.36;0.198;;2.055;1.62;10.8;59.8;;38.65;1.86;4.79;48.65;99.24;219.0;23.8;1.46;2.5;;;;;;0.0201;;24.91;10.45;11.45;2.18;113.5;12.88;23.3;12.85;2.2;5.4;23.1;122.8;3.54;3.0;3.07;58.6;3.97;41.55;258.0;1.1;0.2946;
2019-11-29;0.19;2680.0;1.908;1.48;92.06;4.2;4.8;9.4;5.1;1.88;7.35;1.565;54.92;15.4;2.02;5.92;;32.0;545.0;19.35;0.478;2.56;5.5;4.28;2.22;36.22;2.389;2.485;0.12;14.3;7.14;4.04;23.28;29.54;0.214;;2.08;1.62;10.8;60.0;20.0;38.7;1.86;4.76;48.65;98.5;224.0;24.35;1.46;2.5;;;;;;0.0189;;24.93;10.2;11.35;2.18;113.5;12.94;23.4;12.85;2.2;5.35;22.8;122.5;3.8;3.0;2.99;58.45;3.95;41.35;254.0;1.1;0.3082;
2019-12-02;0.19;2680.0;1.928;1.48;94.02;4.2;4.8;10.2;5.1;1.88;7.6;1.565;55.38;15.4;2.02;5.94;;32.0;545.0;19.4;0.479;2.56;5.4;4.1;2.28;35.75;2.305;2.51;0.119;14.3;7.14;4.13;23.26;30.97;0.197;;2.0;1.62;10.8;60.0;20.0;38.65;1.87;4.82;48.65;98.9;222.5;23.8;1.46;2.5;;;;;;0.0194;;24.97;10.2;11.35;2.2;115.0;13.0;24.15;12.85;2.2;5.35;23.0;121.8;3.8;3.0;3.0;58.8;4.0;42.8;256.0;1.1;0.3173;
2019-12-03;0.19;2680.0;1.95;1.48;93.24;4.1;4.8;10.2;5.1;1.21;7.6;1.6;55.8;15.4;2.02;5.9;;32.0;545.0;19.15;0.461;2.64;5.4;4.1;2.2;35.18;2.284;2.505;0.111;14.3;7.14;4.07;22.97;30.25;0.201;;1.88;1.62;10.8;56.6;20.0;38.4;1.88;4.77;49.14;97.0;223.5;24.0;1.46;2.46;;;;;;0.0188;;24.67;10.0;11.2;2.13;115.0;12.7;22.8;12.8;2.2;5.35;22.3;120.8;3.8;3.0;2.94;57.6;4.0;42.4;256.0;1.9;0.3173;
2019-12-04;0.19;2680.0;1.89;1.48;92.36;4.1;4.8;10.2;5.1;1.41;7.4;1.615;56.16;15.4;2.82;5.8;;32.0;545.0;19.4;0.47;2.76;5.4;4.16;2.18;34.34;2.219;2.48;0.117;14.3;7.1;4.12;22.71;29.99;0.1995;;1.996;1.62;10.8;58.0;20.0;38.45;1.83;4.73;47.68;96.84;224.0;23.0;1.46;2.46;;;;;;0.0186;;24.44;9.84;11.2;2.06;115.0;12.4;23.2;12.8;2.3;5.35;22.4;120.6;3.8;3.0;2.84;57.55;4.0;42.4;256.0;1.8;0.3309;
2019-12-05;0.19;2680.0;1.87;1.48;94.37;4.1;4.8;10.2;7.1;1.38;7.6;1.67;58.26;15.4;2.82;5.6;;32.0;545.0;19.05;0.47;2.7;5.4;4.16;2.0;34.89;2.289;2.45;0.115;14.3;7.1;4.12;22.81;30.05;0.198;;1.998;1.6;10.8;58.6;20.0;38.85;1.85;4.75;47.97;97.02;233.0;23.0;1.46;2.46;;;;;;0.0202;;24.34;9.8;11.55;2.11;115.5;12.34;24.5;12.75;2.3;5.35;22.4;121.3;3.8;3.0;2.87;57.45;4.045;42.8;256.0;1.525;0.3173;
2019-12-06;0.19;2680.0;1.9;1.48;94.17;4.1;4.8;13.4;8.5;1.38;7.6;1.77;58.74;15.4;3.1;5.74;;32.0;560.0;19.05;0.444;2.48;5.4;4.16;2.1;34.97;2.294;2.455;0.117;14.3;7.32;4.07;22.91;29.8;0.195;;1.932;1.6;10.8;58.8;20.0;38.85;1.82;4.78;48.65;97.64;232.5;23.6;1.46;2.46;;;;;;0.0194;;24.5;9.78;11.6;2.22;115.5;12.26;25.15;12.75;2.3;5.35;22.4;121.3;3.8;3.0;2.9;57.9;4.08;42.4;262.0;1.56;0.3264;
2019-12-09;0.19;2680.0;1.888;1.48;92.16;4.1;4.8;13.6;6.8;1.37;7.6;1.7;58.08;15.4;3.4;5.76;;18.9;570.0;18.9;0.459;2.5;5.35;4.06;2.05;35.36;2.375;2.46;0.112;14.3;7.04;4.08;22.96;29.83;0.2;;1.972;1.6;10.8;58.8;20.0;39.2;1.84;4.79;48.65;98.2;230.5;23.35;1.46;2.46;;;;;;0.019;;24.68;9.7;11.6;2.16;115.0;12.4;25.05;12.5;2.3;5.4;22.8;122.2;3.8;3.0;2.92;58.5;4.11;41.7;258.0;1.47;0.3309;
2019-12-10;0.19;2680.0;1.87;1.48;92.65;4.16;4.76;13.6;6.8;1.35;7.45;1.715;57.0;15.4;2.82;6.0;;18.9;570.0;19.15;0.459;2.52;5.2;4.12;2.03;34.93;2.396;2.49;0.114;14.3;7.04;4.07;23.07;30.05;0.204;;1.91;1.6;10.8;59.0;20.0;39.4;1.84;4.79;48.55;97.66;233.5;23.1;1.46;2.46;;;;;;0.019;;24.8;9.68;11.5;2.08;114.0;12.28;25.15;12.7;2.3;5.4;23.5;121.7;3.8;3.0;2.86;57.75;4.06;42.85;262.0;1.49;0.3241;
2019-12-11;0.19;2680.0;1.984;1.48;89.86;4.16;4.76;13.6;6.8;1.37;7.9;1.725;56.8;15.4;2.82;5.94;;18.9;570.0;19.1;0.459;2.54;5.25;4.24;2.01;33.01;2.49;2.52;0.114;14.3;7.04;4.07;22.99;29.8;0.202;;1.91;1.6;10.8;59.6;20.0;39.65;1.84;4.79;48.65;98.58;231.0;23.6;1.46;2.46;;;;;;0.0194;;24.75;9.7;12.0;2.03;116.5;12.48;25.1;12.65;2.2;5.45;23.5;121.5;3.8;3.0;2.84;57.35;3.96;43.7;264.0;1.48;0.3309;
2019-12-12;0.19;2680.0;1.986;1.48;90.4;4.16;4.76;13.6;6.8;1.5;7.9;1.705;56.0;15.4;2.84;5.94;;18.9;575.0;19.1;0.459;2.56;5.45;4.38;2.13;32.26;2.51;2.56;0.11;14.3;7.3;4.2;23.52;30.4;0.209;;1.88;1.3;10.8;60.6;20.0;39.5;1.91;4.79;49.25;99.2;232.0;23.9;1.46;2.46;;;;;;0.0203;;24.85;9.7;12.0;2.01;118.0;12.38;25.0;12.65;2.2;5.4;23.4;122.1;3.8;3.0;2.86;57.8;4.09;44.9;260.0;1.55;0.3354;
2019-12-13;0.19;2680.0;1.5;1.7;93.04;4.26;4.76;13.6;6.05;1.8;7.8;1.725;59.42;15.4;2.84;5.94;;39.0;575.0;19.45;0.458;2.58;5.45;4.24;2.3;34.65;2.646;2.61;0.111;14.3;7.2;4.21;23.27;30.3;0.208;;1.93;1.3;10.8;62.2;20.0;39.8;1.9;4.8;49.0;99.3;224.5;23.5;1.46;2.46;;;;;;0.0214;;25.13;10.0;12.05;1.96;118.5;12.46;24.85;12.7;2.0;5.4;23.4;123.0;3.8;3.0;2.81;58.9;4.1;44.75;264.0;1.6;0.3218;
2019-12-16;0.19;2680.0;1.626;1.7;94.12;4.28;4.76;13.6;6.05;1.8;7.8;1.9;60.86;15.4;2.84;5.94;;39.0;575.0;20.0;0.465;2.6;5.5;4.2;2.18;33.88;2.652;2.65;0.11;14.3;7.2;4.19;23.39;30.5;0.206;;1.908;1.3;10.8;63.0;20.0;39.5;1.98;4.81;49.0;98.82;225.5;24.1;1.46;2.46;;;;;;0.0205;;25.31;10.35;12.05;1.985;118.5;12.7;25.3;12.9;2.0;5.4;23.3;121.2;3.8;3.0;2.83;60.45;3.9;44.45;260.0;1.59;0.272;
2019-12-17;0.19;2680.0;1.61;2.1;94.02;4.38;4.76;13.6;6.05;1.8;7.6;1.83;61.5;15.4;2.84;5.84;;39.0;575.0;20.1;0.461;2.6;5.45;4.2;2.22;33.3;2.66;2.63;0.106;14.3;7.16;4.4;23.6;30.11;0.201;;1.886;1.3;10.8;63.2;20.0;41.0;2.06;4.83;49.0;98.84;225.0;24.2;1.46;2.46;;;;;;0.0203;;25.46;10.4;12.1;2.28;120.0;12.84;24.6;12.9;2.0;5.4;23.3;121.9;3.8;3.0;2.83;61.6;4.065;43.7;264.0;1.535;0.272;
2019-12-18;0.19;2420.0;1.572;1.7;94.12;4.44;4.76;10.8;6.05;2.2;7.8;1.8;60.62;15.4;2.84;5.88;;39.0;575.0;19.75;0.461;2.42;5.4;4.28;2.17;32.57;2.666;2.61;0.112;14.3;7.1;4.49;23.77;30.38;0.204;;1.922;1.3;10.8;62.8;20.0;40.5;1.98;4.77;48.2;98.52;219.5;24.4;1.46;2.46;;;;;;0.0226;;25.39;10.2;12.5;2.13;119.0;12.6;25.25;12.85;2.0;5.4;22.8;121.8;3.8;3.0;2.8;62.05;4.3;43.4;258.0;1.535;0.3173;
2019-12-19;0.19;2420.0;1.576;1.7;94.17;4.34;4.76;10.8;6.05;2.1;7.8;1.795;59.9;15.4;2.84;5.9;;39.0;575.0;19.85;0.462;2.48;5.2;4.2;2.22;32.31;2.6;2.6;0.105;14.3;7.04;4.72;23.75;30.4;0.205;;1.974;1.3;10.8;62.2;20.0;40.35;1.96;4.76;48.35;97.62;216.0;24.4;1.46;2.42;;;;;;0.021;;25.29;10.3;12.7;2.56;115.5;13.12;24.85;12.75;2.2;5.4;23.1;118.3;3.8;3.0;2.8;61.3;4.2;44.2;262.0;1.475;0.3354;
2019-12-20;0.19;2420.0;1.596;1.7;95.1;4.34;4.76;10.8;6.05;1.8;7.5;1.775;60.68;15.4;2.84;5.82;;39.0;575.0;19.5;0.465;2.48;5.2;4.18;2.21;32.19;2.667;2.55;0.095;14.3;6.9;4.73;23.86;30.5;0.207;;1.94;1.3;10.8;62.2;20.0;40.15;1.92;4.76;48.0;97.58;222.0;24.2;1.46;2.42;;;;;;0.0222;;25.45;10.2;12.5;2.37;116.0;13.8;25.5;12.75;2.2;5.4;23.2;119.2;3.8;3.0;2.8;62.4;4.14;44.15;256.0;1.7;0.3354;
2019-12-23;0.19;2420.0;1.56;1.69;94.51;4.34;4.76;10.8;6.05;2.18;7.5;1.735;61.6;15.4;3.4;5.72;;39.0;585.0;19.3;0.446;2.48;5.2;4.16;2.22;31.5;2.65;2.5;0.1;14.3;6.76;4.71;23.87;30.49;0.204;;1.9;1.62;10.8;63.0;20.0;40.2;1.92;4.76;48.25;99.18;227.5;24.6;1.46;2.42;;;;;;0.022;;25.78;10.05;12.55;2.25;117.0;14.32;25.3;12.6;2.2;5.45;23.4;119.7;3.8;3.0;2.78;64.0;4.25;44.4;256.0;1.69;0.3309;
2019-12-24;0.19;2460.0;1.55;1.69;92.36;4.34;4.76;10.8;6.05;2.2;7.5;1.725;61.46;15.4;3.4;5.74;;39.0;585.0;19.2;0.472;2.46;5.25;4.18;2.18;31.84;2.735;2.55;0.1;14.3;6.74;4.72;23.86;30.8;0.207;;1.9;1.62;10.8;63.0;20.0;40.15;1.87;4.76;48.75;99.44;243.0;24.3;1.0;2.42;;;;;;0.0217;;25.9;10.3;12.75;2.29;118.5;14.1;25.65;12.35;1.9;5.4;23.2;120.8;3.8;3.0;2.78;64.3;4.22;45.15;262.0;1.8;0.34;
2019-12-25;;2460.0;1.552;1.69;93.44;4.34;4.76;10.8;6.05;2.2;7.5;1.72;61.0;15.4;3.4;5.56;;39.0;585.0;19.3;0.478;2.46;5.3;4.18;2.16;31.83;2.746;2.565;0.1;;6.74;4.69;23.91;30.5;0.208;;1.9;1.62;10.8;64.0;;40.0;1.89;4.75;48.85;98.76;242.0;24.45;1.0;2.42;;;;;;0.0219;;25.99;10.7;12.7;2.28;118.0;14.1;25.95;12.45;1.9;5.4;23.2;120.8;3.8;3.0;2.78;63.8;4.205;44.75;262.0;1.795;0.34;
2019-12-26;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.3;;;;;;;;;;;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019-12-27;0.19;2680.0;1.55;1.68;93.14;4.38;4.76;12.9;6.05;2.2;7.5;1.71;61.4;15.4;3.4;5.5;;39.0;580.0;19.1;0.451;2.46;5.35;4.04;2.16;31.9;2.779;2.535;0.1;14.3;6.74;4.64;24.0;30.47;0.208;;1.92;1.62;10.8;64.0;20.0;40.05;1.88;4.75;48.75;99.36;241.5;24.5;1.0;2.42;;;;;;0.0219;;26.0;10.7;12.85;2.3;119.0;14.1;25.7;12.2;1.9;5.4;22.9;120.5;3.5;3.0;2.82;64.0;4.21;44.75;260.0;1.79;0.3536;
2019-12-30;0.19;2760.0;1.552;1.68;93.04;4.38;4.76;12.9;6.05;1.96;7.9;1.725;61.6;15.6;3.4;5.62;;21.0;580.0;20.0;0.476;2.48;5.8;4.18;2.14;31.62;2.751;2.51;0.099;14.3;6.4;4.61;23.82;30.3;0.204;;1.95;1.62;10.8;63.2;20.0;40.4;1.87;4.71;48.5;99.44;234.0;24.55;1.0;2.42;;;;;;0.0222;;25.85;10.8;13.0;2.5;119.5;13.86;25.5;12.4;1.9;5.4;22.7;120.3;3.8;3.0;2.85;63.7;4.37;44.95;260.0;1.73;0.3989;
2019-12-31;0.19;2760.0;1.53;1.68;92.26;4.34;4.76;12.9;6.05;1.94;8.0;1.75;61.4;15.3;3.4;5.76;;21.0;580.0;19.8;0.479;2.48;5.8;4.12;2.09;31.76;2.768;2.56;0.1;14.3;6.42;4.61;23.88;30.4;0.209;;1.976;1.62;10.8;64.0;20.0;40.15;1.89;4.77;48.0;99.3;234.0;24.5;1.43;2.42;;;;;;0.0219;;25.94;11.0;13.0;2.53;122.0;14.14;25.65;12.45;2.24;5.4;23.9;119.2;3.8;3.0;2.87;63.6;4.21;44.65;260.0;1.845;0.4352;
2020-01-02;0.19;2760.0;1.55;1.68;94.27;4.36;4.76;12.9;5.4;1.98;8.0;1.74;62.08;15.1;3.4;5.76;;21.0;580.0;19.6;0.462;2.48;5.8;4.12;2.26;31.9;2.82;2.61;0.1;14.3;6.52;4.66;23.86;30.5;0.211;;1.99;1.62;10.8;64.2;20.0;40.4;1.91;4.78;48.0;99.54;236.5;24.95;1.57;2.5;;;;;;0.0225;;26.31;11.0;13.05;2.5;120.0;14.52;26.0;13.25;2.46;5.45;24.9;118.6;3.8;3.0;2.9;63.6;4.2;45.0;262.0;1.86;0.4306;
2020-01-03;0.19;2760.0;1.592;1.68;92.51;4.48;4.76;9.5;5.4;2.2;7.6;1.74;62.4;15.1;3.4;5.76;;27.6;580.0;19.65;0.482;2.48;5.8;4.12;2.24;31.52;2.839;2.575;0.105;14.3;6.7;4.77;23.75;30.7;0.215;;1.97;1.62;10.8;64.4;20.0;41.2;1.92;4.85;48.6;99.08;236.0;25.35;1.57;2.5;;;;;;0.0227;;26.05;10.95;13.4;2.41;119.0;13.9;25.8;13.3;2.7;5.45;25.4;118.9;3.8;3.0;2.81;63.75;4.445;48.15;258.0;2.07;0.4306;
2020-01-06;0.19;2760.0;1.61;1.7;92.06;4.5;4.76;9.5;5.4;1.76;7.8;1.74;62.36;15.1;3.4;5.6;;27.6;580.0;19.7;0.481;2.48;5.8;4.12;2.28;31.0;2.727;2.535;0.11;14.3;6.7;4.7;23.95;30.4;0.22;;1.904;1.62;10.8;64.0;20.0;40.35;1.95;4.73;48.6;98.4;230.0;25.5;1.57;2.5;;;;;;0.023;;26.18;10.9;13.05;2.29;117.0;14.0;25.4;13.85;2.6;5.35;25.8;119.2;3.8;3.0;2.86;63.85;4.3;46.9;262.0;2.2;0.4306;
2020-01-07;0.19;2760.0;1.72;1.7;90.25;4.6;4.76;9.5;5.4;2.38;7.8;1.775;62.4;15.1;3.4;5.64;;27.6;580.0;19.55;0.488;2.48;5.7;4.16;2.24;31.93;2.682;2.51;0.11;14.3;6.56;4.64;23.94;30.55;0.233;;1.91;1.62;10.8;63.0;20.0;40.6;1.94;4.87;48.35;98.7;230.0;25.3;1.57;2.5;;;;;;0.0227;;25.9;10.75;13.05;2.41;121.0;13.8;25.55;13.75;2.6;5.45;26.2;119.3;3.8;3.0;2.82;64.55;4.3;46.2;262.0;2.13;0.4306;
2020-01-08;0.19;2760.0;1.638;1.7;88.93;4.74;4.76;9.5;5.4;1.9;8.0;1.78;61.3;15.1;3.4;5.72;;27.6;580.0;19.95;0.49;2.48;5.7;4.18;2.34;32.25;2.656;2.56;0.113;14.3;6.7;4.7;23.67;30.6;0.223;;1.914;1.62;10.8;64.8;20.0;40.55;1.91;4.75;48.0;97.54;229.5;26.0;1.57;2.5;;;;;;0.0258;;25.7;10.6;13.35;2.29;116.5;13.6;25.95;13.6;2.6;5.35;26.1;117.6;3.8;3.0;2.8;64.7;4.25;46.6;260.0;2.05;0.4261;
2020-01-09;0.19;2760.0;1.612;1.7;93.04;4.84;4.76;9.5;3.5;2.38;8.15;1.795;64.24;15.1;3.4;5.72;;27.6;580.0;19.55;0.53;2.48;5.7;3.94;2.34;32.83;2.694;2.55;0.135;14.3;6.84;4.7;23.65;30.6;0.219;;1.934;1.62;10.8;64.0;20.0;40.9;1.91;4.79;47.5;100.45;220.0;26.6;1.58;2.3;;;;;;0.0265;;26.06;10.3;13.2;2.35;117.0;13.2;25.7;13.5;2.6;5.35;26.4;118.6;3.8;3.0;2.78;66.35;4.5;46.75;260.0;2.19;0.4306;
2020-01-10;0.19;2760.0;1.592;1.7;93.78;5.0;4.76;9.5;3.5;1.92;8.0;1.79;65.02;15.1;3.4;5.72;;27.6;580.0;19.8;0.536;2.48;5.55;4.2;2.38;32.29;2.68;2.55;0.127;14.3;7.2;4.78;24.0;30.68;0.22;;1.94;1.62;10.8;63.0;20.0;40.25;1.92;4.75;47.95;99.36;221.5;27.5;1.17;2.3;;;;;;0.0288;;25.91;10.1;13.1;2.27;119.5;13.0;25.2;13.15;2.6;5.35;26.6;119.4;3.8;3.0;2.8;65.5;4.6;48.65;260.0;2.2;0.4488;
2020-01-13;0.19;2760.0;1.582;1.7;94.02;5.2;4.76;9.5;3.5;1.94;8.0;1.8;65.8;15.1;3.4;5.66;;27.6;580.0;19.5;0.536;2.48;5.55;4.2;2.73;32.5;2.687;2.8;0.124;14.3;7.04;4.9;24.5;30.7;0.219;;1.95;1.62;9.75;62.0;20.0;40.25;1.92;4.75;47.75;99.22;225.0;28.9;1.17;2.38;;;;;;0.0294;;25.85;9.98;13.0;2.28;119.0;13.48;25.45;13.65;2.6;5.35;26.3;118.8;3.8;3.0;2.8;65.3;4.6;50.5;260.0;2.15;0.4442;
2020-01-14;0.19;2760.0;1.598;1.7;94.9;4.96;4.76;9.5;3.5;2.32;8.0;1.83;66.06;15.0;3.4;5.56;;27.6;580.0;19.85;0.558;2.46;5.45;4.02;2.8;31.64;2.668;3.05;0.134;14.3;7.1;4.42;24.5;31.0;0.219;;1.948;1.32;9.8;62.0;20.0;39.45;1.9;4.76;47.6;100.8;230.5;28.65;1.17;2.4;;;;;;0.0303;;25.55;10.3;12.75;2.28;117.5;12.82;26.4;13.55;2.6;5.35;26.6;120.4;3.8;3.0;2.77;65.25;4.695;49.9;260.0;2.1;0.5213;
2020-01-15;0.19;2760.0;1.584;1.7;96.9;4.96;4.76;9.5;3.5;2.36;8.0;1.805;65.42;14.8;3.4;5.5;;27.6;580.0;20.2;0.558;2.46;5.4;4.14;2.72;31.6;2.647;2.96;0.126;14.3;7.06;4.36;24.8;31.0;0.244;;1.922;1.32;9.8;61.6;20.0;39.25;1.89;4.81;47.2;100.05;229.5;28.5;1.06;2.3;;;;;;0.029;;25.22;10.55;13.05;2.24;115.0;12.6;26.45;13.6;2.6;5.35;26.6;120.2;3.8;3.0;2.7;64.8;4.665;50.0;260.0;2.12;0.5213;
2020-01-16;0.19;2760.0;1.582;1.7;99.9;4.96;4.76;9.5;4.0;2.36;8.0;1.815;65.0;14.7;3.4;5.5;;27.6;580.0;20.0;0.54;2.46;5.4;4.12;2.8;31.29;2.64;2.87;0.128;14.3;7.1;4.55;25.17;30.95;0.285;;1.91;1.68;9.9;62.0;20.0;39.1;1.9;4.8;47.3;100.5;236.0;28.45;1.15;2.4;;;;;;0.0298;;25.2;10.45;13.15;2.25;115.0;12.1;26.7;13.6;2.04;5.35;27.2;121.1;3.8;3.0;2.67;65.55;4.555;51.2;262.0;2.04;0.5167;
2020-01-17;0.19;2760.0;1.584;1.7;95.75;4.96;4.76;9.5;5.55;2.36;8.0;1.82;63.36;14.4;3.4;5.5;;27.6;580.0;19.85;0.526;2.42;5.2;4.12;2.8;31.06;2.628;2.87;0.121;14.3;7.16;4.61;25.47;30.59;0.314;;2.0;1.68;9.8;61.8;20.0;38.9;1.93;4.84;46.95;100.8;231.0;28.65;1.15;2.4;;;;;;0.029;;25.39;10.4;12.9;2.32;115.0;12.56;26.6;13.65;2.04;5.35;27.2;121.5;3.8;3.0;2.72;66.0;4.65;50.4;260.0;1.915;0.5167;
2020-01-20;;2760.0;1.562;1.7;92.9;4.9;4.76;9.5;6.1;2.5;8.0;1.91;62.7;14.4;3.4;5.44;;45.0;580.0;20.2;0.53;2.32;5.2;4.14;2.6;30.37;2.548;2.85;0.121;;7.06;4.67;25.73;30.6;0.288;;1.994;1.68;10.0;61.8;;39.25;1.93;4.82;47.0;101.85;222.0;28.5;1.15;2.5;;;;;;0.03;;25.11;10.5;13.05;2.34;116.0;13.06;26.6;13.25;2.04;5.35;27.2;122.4;3.8;3.0;2.7;65.4;4.74;49.9;260.0;1.97;0.5167;
2020-01-21;0.19;2760.0;1.57;1.7;89.2;4.9;4.76;11.3;6.1;2.5;8.0;2.01;63.6;14.4;3.4;5.88;;45.0;580.0;20.1;0.524;2.32;5.0;4.08;2.56;30.3;2.527;2.895;0.127;14.3;;4.71;25.83;30.72;0.274;;2.015;1.68;10.0;62.0;20.0;39.4;1.93;4.83;47.5;101.75;220.5;28.75;1.15;2.5;;;;;;0.0299;;25.02;10.3;13.15;2.41;115.0;13.1;26.75;13.6;2.04;5.35;27.1;121.8;3.8;3.0;2.66;65.1;4.65;50.7;260.0;1.83;0.4442;
2020-01-22;0.19;2760.0;1.56;1.7;86.0;4.9;4.76;11.3;6.1;2.5;8.0;2.06;63.4;14.4;3.4;5.9;;45.0;580.0;20.1;0.55;2.34;5.15;4.1;2.66;30.7;2.502;2.905;0.142;14.3;;4.69;26.19;30.6;0.275;;1.956;1.45;10.0;61.8;20.0;39.2;1.93;4.83;47.2;102.0;221.0;28.5;1.15;2.36;;;;;;0.027;;25.19;10.3;13.45;2.67;115.5;12.8;27.0;13.6;2.04;5.35;27.1;121.6;3.8;3.0;2.56;65.6;4.6;50.5;260.0;1.83;0.4442;
2020-01-23;0.19;2760.0;1.548;1.7;87.7;4.9;4.76;11.3;6.1;2.86;8.0;2.02;63.62;14.4;3.4;5.96;;45.0;580.0;20.9;0.54;2.34;5.25;4.1;2.88;30.03;2.437;2.87;0.14;14.3;;4.63;26.28;30.55;0.268;;1.94;1.45;10.0;61.8;20.0;39.7;1.92;4.82;46.55;100.85;216.5;28.45;1.15;2.32;;;;;;0.027;;24.75;10.3;13.85;2.57;114.5;12.9;27.75;13.55;1.62;5.35;28.5;122.6;3.8;3.0;2.48;65.9;4.5;49.9;270.0;1.76;0.408;
2020-01-24;0.19;2760.0;1.5;1.7;86.5;4.9;4.76;11.3;6.1;2.86;8.0;1.985;64.74;14.4;3.4;5.88;;18.0;580.0;20.9;0.54;2.36;5.15;4.18;2.84;29.48;2.412;2.9;0.133;14.3;;4.66;26.61;31.29;0.268;;1.92;1.45;10.0;63.0;20.0;39.7;1.92;4.85;46.3;102.45;216.5;28.6;1.15;2.32;;;;;;0.0309;;25.07;10.3;14.0;2.45;115.5;12.92;28.45;13.35;1.95;5.35;30.5;122.7;3.8;3.0;2.43;66.6;4.69;49.15;262.0;1.77;0.3898;
2020-01-27;0.19;2760.0;1.516;1.7;83.7;4.76;4.76;8.3;6.1;2.9;8.0;1.98;65.0;14.4;3.4;5.94;;21.6;580.0;20.8;0.54;2.32;5.15;4.28;2.89;27.53;2.293;3.1;0.14;14.3;;4.64;26.75;31.74;0.26;;1.92;1.74;10.0;60.0;20.0;39.5;1.87;4.76;46.25;101.4;215.0;28.4;1.06;2.4;;;;;;0.03;;24.6;10.1;14.55;2.44;115.0;12.88;28.6;13.45;2.14;5.35;31.9;122.4;3.8;3.0;2.38;66.35;5.07;49.45;262.0;1.77;0.3898;
2020-01-28;0.19;2760.0;1.56;1.7;84.0;4.76;4.76;8.3;6.1;2.2;8.0;1.92;66.46;14.4;1.7;5.8;;25.8;580.0;19.95;0.518;2.32;5.0;4.22;2.8;27.58;2.277;3.05;0.13;14.3;;4.5;26.59;31.9;0.258;;1.844;1.74;10.0;59.8;20.0;39.2;1.88;4.76;45.8;99.92;213.5;27.35;1.16;2.4;;;;;;0.027;;24.57;9.84;14.1;2.39;112.0;12.32;27.8;13.45;2.14;5.35;28.0;122.2;3.8;3.0;2.72;66.1;5.4;48.0;260.0;1.805;0.476;
2020-01-29;0.19;2760.0;1.53;1.7;86.8;4.76;4.76;8.3;6.1;2.6;8.0;1.95;68.92;14.4;1.9;6.0;;25.8;580.0;20.1;0.526;2.18;5.0;4.12;2.91;27.62;2.38;3.15;0.131;14.3;;4.49;26.61;32.59;0.259;;1.84;1.74;10.0;59.2;20.0;39.1;1.88;4.76;45.4;101.05;212.5;28.3;1.16;2.4;;;;;;0.0282;;24.71;9.86;14.2;2.37;112.5;12.0;28.0;13.45;2.14;5.35;26.3;123.3;3.8;3.0;2.42;66.35;5.23;48.2;260.0;1.745;0.476;
