Date;MLPSH.PA;MLTRA.PA;TNG.PA;ALTRA.PA;TRI.PA;ALTRI.PA;MLTRO.PA;MLTRC.PA;ALTRO.PA;ALTTI.PA;ALTXC.PA;ALU10.PA;UBI.PA;ALUCR.PA;MLUMG.PA;ALUMS.PA;MLUTP.PA;MLUMH.PA;UNBL.PA;UFF.PA;FPG.PA;ALUNT.PA;ALUPG.PA;ALUVI.PA;ALVAL.PA;FR.PA;VK.PA;VLA.PA;VLAP.PA;MLVAL.PA;ALVEL.PA;ALVU.PA;VIE.PA;VRLA.PA;ALVER.PA;VERBS.PA;VMX.PA;VRNL.PA;MLVER.PA;VETO.PA;ALVIA.PA;VCT.PA;VDLO.PA;VIL.PA;RIN.PA;DG.PA;VIRP.PA;ALVIV.PA;MLVIS.PA;SDT.PA;VMGBW.PA;VMGBX.PA;VMGBS.PA;VMGBU.PA;VMGBV.PA;ALVMG.PA;VMGBT.PA;VIV.PA;ALVGO.PA;VLTSA.PA;VTX.PA;ALVDM.PA;ALLIX.PA;WAVE.PA;ALWEC.PA;MLWEA.PA;ALWEB.PA;ALWED.PA;MF.PA;MLWEY.PA;MLWRC.PA;ALWIT.PA;WLN.PA;XFAB.PA;XIL.PA;XPO.PA;MAGIS.PA;MLZAM.PA;CV.PA
2020-01-30;0.19;2800.0;1.536;;85.25;4.38;4.76;8.3;6.1;3.4;7.75;1.74;68.5;14.4;2.0;5.9;;25.8;580.0;20.9;0.532;2.38;4.88;4.16;3.09;27.11;2.35;3.14;0.125;14.3;;4.41;26.6;33.31;0.259;;1.85;1.74;10.0;58.6;20.0;39.4;1.91;4.76;45.25;101.2;215.0;26.95;1.16;2.4;;;;;;0.0295;;24.56;9.82;14.65;2.44;107.0;12.04;27.75;13.7;2.14;5.35;25.4;122.1;3.8;3.0;2.57;64.6;5.3;47.7;260.0;1.715;0.3876;
2020-01-31;0.19;2800.0;1.522;;85.8;4.8;4.76;8.3;6.1;3.52;7.65;1.7;69.0;14.4;2.0;5.94;;25.8;580.0;20.0;0.534;2.4;4.94;4.26;3.08;27.28;2.34;3.11;0.121;14.3;;4.49;26.67;33.19;0.274;;1.8;1.74;10.0;58.0;20.0;39.0;1.84;4.75;45.0;101.1;218.5;27.0;1.16;2.4;;;;;;0.029;;24.9;9.82;14.85;2.43;103.5;11.86;27.8;14.2;2.34;5.35;27.6;121.7;3.8;3.0;2.56;64.8;5.52;46.5;260.0;1.83;0.3876;
2020-02-03;0.19;2800.0;1.5;;85.5;4.8;4.76;8.3;6.1;3.52;7.85;1.65;68.82;14.4;2.0;5.94;;25.8;580.0;20.5;0.532;2.42;5.0;4.26;2.99;27.0;2.287;3.12;0.11;14.3;;4.41;26.67;33.0;0.27;;1.792;1.74;10.0;58.0;20.0;38.1;1.84;4.76;43.7;100.45;221.0;26.0;1.16;2.54;;;;;;0.032;;24.92;10.4;15.2;2.48;101.0;12.02;27.6;14.05;2.56;5.35;27.8;120.6;3.8;3.0;2.61;61.35;5.25;46.6;260.0;1.745;0.4714;
2020-02-04;0.19;2800.0;1.46;;84.0;4.8;4.76;8.3;6.1;1.9;7.65;1.675;69.8;14.3;2.0;6.0;;25.8;580.0;20.1;0.526;2.44;4.98;4.14;3.6;27.11;2.34;3.22;0.121;14.3;;4.18;26.87;33.3;0.255;;1.792;1.74;10.0;58.6;20.0;38.2;1.85;4.76;44.0;100.75;221.5;25.55;1.27;2.54;;;;;;0.0292;;24.94;10.35;14.75;2.45;105.5;12.26;27.05;14.15;2.78;5.35;27.6;121.5;3.8;3.0;2.53;63.65;5.25;47.6;262.0;1.665;0.4578;
2020-02-05;0.19;2800.0;1.47;;84.1;4.8;4.76;8.45;6.1;1.9;7.65;1.67;69.58;14.3;2.0;6.0;;25.8;580.0;20.1;0.53;2.36;4.98;4.24;3.6;27.34;2.37;3.4;0.125;14.3;;4.32;26.65;34.08;0.257;;1.856;1.74;10.0;59.2;20.0;38.95;1.84;4.79;44.5;102.75;226.0;26.6;1.27;2.54;;;;;;0.0285;;25.03;10.5;14.8;2.43;109.5;12.04;27.25;13.75;2.78;5.35;27.4;122.0;3.8;3.0;2.62;64.0;5.55;48.8;262.0;1.565;0.6867;
2020-02-06;0.19;2800.0;1.456;;83.65;4.8;4.76;8.45;4.9;3.36;7.65;1.67;71.22;14.3;2.0;6.28;;25.8;580.0;20.3;0.52;2.38;4.98;4.4;5.34;28.04;2.475;3.46;0.113;14.3;;4.44;26.87;34.78;0.261;;1.858;1.74;10.0;58.4;20.0;40.0;1.85;4.79;44.05;104.05;226.5;25.8;1.27;2.54;;;;;;0.0277;;25.38;10.5;14.3;2.35;109.5;12.12;27.05;14.0;2.78;5.65;26.4;124.0;3.8;3.0;2.7;68.0;5.74;48.75;262.0;1.535;1.01;
2020-02-07;0.19;2800.0;1.468;;82.55;4.8;4.76;8.45;5.8;3.98;7.65;1.7;72.02;14.1;1.8;6.34;;25.8;580.0;20.0;0.52;2.3;4.98;4.7;4.7;27.5;2.42;3.4;0.12;14.3;;4.44;27.09;34.2;0.274;;1.868;1.74;10.0;58.6;20.0;40.05;1.85;4.72;43.6;103.3;230.0;25.8;1.4;2.54;;;;;;0.027;;25.5;10.6;14.95;2.35;109.5;12.2;26.85;14.0;2.78;5.6;25.6;123.5;3.8;3.0;2.68;69.3;5.98;48.2;260.0;1.56;0.88;
2020-02-10;0.19;2800.0;1.46;;81.7;4.7;4.76;8.45;5.8;2.6;8.0;1.67;72.4;14.1;1.98;6.6;;25.8;585.0;19.95;0.52;2.32;4.98;5.0;4.56;27.11;2.268;3.37;0.11;14.3;;4.54;27.17;34.2;0.266;;1.85;1.4;10.0;59.6;20.0;39.85;1.85;4.7;42.95;103.1;233.5;26.5;1.38;2.6;;;;;;0.0255;;25.5;11.1;14.9;2.21;105.5;12.04;26.1;13.9;2.6;5.6;25.7;122.5;3.8;3.0;2.7;70.9;6.05;49.4;260.0;1.5;0.945;
2020-02-11;0.19;2800.0;1.45;;81.3;4.7;4.76;8.45;5.8;3.98;8.0;1.7;73.42;14.1;1.98;7.16;;25.8;585.0;20.5;0.522;2.34;4.98;4.6;4.0;27.03;2.263;3.38;0.115;14.3;;4.62;27.29;34.2;0.257;;1.818;1.4;10.0;61.0;20.0;40.3;1.83;4.8;43.1;105.0;230.0;26.25;1.38;2.6;;;;;;0.0246;;25.75;10.85;15.1;2.18;104.5;12.12;26.0;13.9;2.14;5.6;25.4;123.7;3.8;3.0;2.62;72.8;5.85;50.5;262.0;1.56;0.86;
2020-02-12;0.19;2800.0;1.43;;82.8;4.7;4.76;8.45;5.8;3.24;8.0;1.81;72.92;14.1;1.98;7.3;;25.8;585.0;20.2;0.526;2.36;4.98;4.82;4.3;27.43;2.372;3.39;0.111;14.3;;4.65;27.58;34.24;0.269;;1.84;1.4;10.0;61.0;20.0;41.55;1.87;4.72;42.9;105.35;229.5;26.3;1.38;2.6;;;;;;0.0242;;25.41;10.95;15.25;2.35;110.0;12.4;26.0;13.55;2.14;5.6;25.1;124.5;3.8;3.0;2.71;73.1;5.57;50.5;260.0;1.555;0.95;
2020-02-13;0.19;2800.0;1.442;;84.8;4.7;4.76;8.45;5.8;3.96;8.0;1.9;73.8;14.1;1.98;7.34;;25.8;585.0;20.0;0.522;2.38;4.98;4.84;4.3;28.1;2.396;3.38;0.11;14.3;;4.68;27.61;35.2;0.293;;1.852;1.4;10.0;64.4;20.0;41.0;1.89;4.8;43.65;104.65;223.0;26.5;1.38;2.6;;;;;;0.0236;;25.19;10.65;15.25;2.21;110.5;13.2;25.7;13.85;2.08;5.6;25.0;124.5;3.8;3.0;2.63;73.35;5.72;49.3;260.0;1.6;0.86;
2020-02-14;0.19;2800.0;1.436;;84.6;4.7;4.76;8.45;5.8;4.0;7.95;1.89;74.5;14.1;1.98;7.34;;25.8;585.0;19.9;0.483;2.32;4.98;4.86;4.3;28.05;2.39;3.37;0.12;14.3;;4.7;28.04;34.79;0.28;;1.85;1.4;10.0;67.2;20.0;41.15;1.86;4.79;43.25;105.0;232.0;26.5;1.38;2.6;;;;;;0.0224;;25.7;10.25;15.3;2.22;111.0;13.4;25.9;14.45;2.08;5.6;24.6;125.2;3.8;3.0;2.61;73.0;5.74;49.0;260.0;1.555;0.94;
2020-02-17;;2800.0;1.42;;83.9;4.7;4.76;9.4;5.8;4.1;7.75;1.84;74.64;14.1;1.98;7.3;;25.8;585.0;20.0;0.482;2.32;4.98;4.92;4.3;27.87;2.395;3.4;0.115;;;4.69;28.13;35.1;0.285;;1.83;1.4;10.0;67.4;;40.3;1.9;4.76;43.45;105.4;230.5;26.4;1.36;2.4;;;;;;0.024;;25.28;10.2;15.95;2.15;111.5;14.2;26.7;14.7;2.26;5.6;24.4;125.2;3.8;3.0;2.66;74.2;5.4;48.05;260.0;1.55;0.865;
2020-02-18;0.19;2800.0;1.416;;85.0;4.7;4.76;10.9;5.8;4.3;7.7;1.805;73.3;14.3;1.98;7.98;;25.8;585.0;19.95;0.484;2.34;5.0;4.82;3.89;27.3;2.39;3.4;0.124;14.3;;4.62;28.03;34.95;0.305;;1.876;1.26;10.0;70.0;20.0;40.15;1.89;4.77;43.55;105.0;230.0;26.3;1.36;2.46;;;;;;0.0232;;25.2;10.35;16.35;2.14;110.5;14.02;26.7;14.65;2.0;5.6;24.5;125.7;3.8;3.0;2.58;74.5;5.04;46.1;260.0;1.49;0.89;
2020-02-19;0.19;2800.0;1.404;;83.5;4.7;4.76;10.9;5.8;4.48;7.7;1.765;73.8;14.3;1.98;8.3;;25.8;585.0;19.8;0.484;2.36;5.0;4.94;3.8;27.17;2.41;3.35;0.12;14.3;;4.57;28.47;34.8;0.313;;1.92;1.21;10.0;69.8;20.0;39.1;1.9;4.75;43.5;106.15;230.0;25.95;1.22;2.4;;;;;;0.022;;25.34;10.55;16.1;2.09;110.5;14.3;26.7;13.9;2.1;5.6;24.1;126.8;3.8;3.0;2.58;76.6;4.86;45.95;260.0;1.52;1.02;
2020-02-20;0.19;2800.0;1.434;;83.25;4.7;4.76;10.9;5.8;4.6;7.6;1.765;74.76;14.3;1.98;7.7;;25.8;585.0;19.7;0.482;2.38;5.0;5.0;3.9;27.02;1.81;3.3;0.115;14.3;;4.57;28.9;35.0;0.301;;1.91;1.21;10.0;69.6;20.0;39.3;1.9;4.76;44.0;106.55;232.0;25.7;1.22;2.4;;;;;;0.0232;;25.1;10.8;16.2;2.05;110.5;15.4;26.7;13.45;2.1;5.6;23.6;126.0;3.8;3.0;2.58;77.1;5.22;47.45;260.0;1.85;0.86;
2020-02-21;0.19;2800.0;1.43;;83.4;4.7;4.76;10.9;6.4;3.7;7.5;1.76;74.68;14.3;1.98;7.2;;25.8;585.0;20.0;0.482;2.24;5.0;6.2;3.73;27.3;2.18;3.28;0.12;14.3;;4.55;28.86;34.99;0.296;;1.868;1.21;10.0;69.6;20.0;39.1;1.87;4.82;43.9;105.0;234.5;25.75;1.22;2.4;;;;;;0.0215;;24.89;11.15;16.05;2.22;111.5;15.2;26.2;14.0;2.1;5.6;24.0;124.5;3.8;3.0;2.57;74.85;5.1;43.95;260.0;1.78;0.945;
2020-02-24;0.19;2800.0;1.432;;80.2;4.68;4.76;11.8;6.4;3.82;7.5;1.7;73.26;14.3;1.62;7.26;;25.8;585.0;19.9;0.48;2.24;5.0;7.2;3.6;25.38;2.1;3.2;0.115;14.3;;4.46;28.17;33.12;0.274;;1.734;1.21;10.0;69.0;20.0;38.55;1.87;4.78;43.2;103.3;238.0;24.75;1.2;2.4;;;;;;0.0229;;24.85;11.1;16.55;2.07;111.0;14.3;26.0;13.4;2.32;;23.7;122.7;3.8;3.0;2.5;72.0;4.84;42.0;266.0;1.5;0.86;
2020-02-25;0.19;2800.0;1.38;;74.6;4.4;4.76;11.8;6.4;3.82;7.25;1.61;74.66;14.3;1.62;6.96;;25.8;585.0;19.5;0.476;2.24;5.0;8.8;3.37;25.49;2.06;3.155;0.109;14.3;;4.41;27.91;31.87;0.258;;1.724;1.21;10.0;69.0;20.0;36.8;1.84;4.78;42.15;101.5;225.5;23.2;1.2;2.4;;;;;;0.0203;;24.97;10.9;15.95;2.02;106.5;13.3;25.25;12.75;2.32;;24.2;120.5;3.8;3.0;2.51;72.8;4.73;42.1;260.0;1.54;0.875;
2020-02-26;0.19;2800.0;1.394;;72.8;4.0;4.76;11.8;6.4;4.0;7.25;1.605;71.92;14.3;1.62;6.8;;25.8;585.0;19.5;0.47;2.24;5.0;7.6;3.3;24.5;1.86;3.13;0.111;14.3;;4.44;27.16;31.14;0.26;;1.778;1.21;10.0;67.8;20.0;35.1;1.82;4.76;41.5;98.0;215.5;23.7;1.1;2.6;;;;;;0.022;;24.85;10.8;15.5;2.06;107.0;13.02;24.45;12.3;2.32;;24.4;118.5;3.8;3.0;2.5;71.05;4.315;39.75;256.0;1.58;0.88;
2020-02-27;0.19;2800.0;1.37;;71.3;4.0;4.76;11.8;6.4;3.82;7.25;1.6;71.16;14.1;1.62;6.58;;25.8;585.0;19.4;0.47;2.24;4.98;7.35;3.5;24.0;1.87;3.15;0.11;14.3;;4.28;27.19;31.8;0.269;;1.736;1.21;10.0;66.6;20.0;34.35;1.82;4.77;41.75;95.74;220.0;24.7;1.15;2.6;;;;;;0.0234;;24.59;10.8;15.65;2.06;104.0;13.6;24.15;12.35;2.54;;25.4;118.3;3.8;3.0;2.6;71.95;4.6;41.55;260.0;1.61;0.86;
2020-02-28;0.19;2800.0;1.32;;67.2;4.0;4.76;11.8;6.4;3.82;7.9;1.555;66.18;14.1;1.62;6.68;;25.8;585.0;18.5;0.47;2.22;4.98;7.9;3.2;22.5;1.7;2.875;0.109;14.3;;4.27;26.0;31.3;0.26;;1.68;1.21;10.0;64.0;20.0;34.8;1.76;4.7;40.35;92.64;208.5;24.0;1.38;2.6;;;;;;0.0208;;23.65;9.5;14.75;2.02;98.0;13.0;23.9;11.55;2.62;;26.2;112.2;3.8;3.0;2.45;68.6;4.375;39.5;260.0;1.5;0.835;
2020-03-02;0.19;2800.0;1.2;;67.0;4.0;4.76;11.8;6.4;3.82;7.9;1.545;67.38;14.1;1.62;5.98;;25.8;585.0;19.6;0.468;2.12;4.96;25.0;3.25;23.12;1.7645;2.79;0.105;14.3;;4.21;25.95;31.55;0.256;;1.62;1.21;10.0;68.4;20.0;35.4;1.66;4.71;39.65;90.56;205.0;22.9;1.36;2.6;;;;;;0.0258;;23.28;9.58;14.7;2.02;90.8;12.5;24.1;11.8;2.8;;26.0;110.4;3.8;3.0;2.4;70.5;4.33;38.1;262.0;1.45;0.99;
2020-03-03;0.19;2800.0;1.248;;68.6;4.42;4.76;11.8;6.4;4.98;7.9;1.48;67.7;14.1;1.62;6.1;;25.8;585.0;19.1;0.459;2.12;4.98;16.8;3.2;22.32;1.735;2.79;0.09;14.3;;4.3;26.8;31.5;0.261;;1.768;1.21;10.0;65.0;20.0;34.85;1.63;4.71;40.3;92.28;207.5;23.0;1.36;2.4;;;;;;0.045;;23.53;10.05;15.75;1.95;90.0;12.76;24.0;11.85;2.6;;25.6;111.7;3.8;3.0;2.38;72.5;4.555;38.15;262.0;1.5;0.855;
2020-03-04;0.19;2800.0;1.406;;68.0;4.12;4.76;11.8;6.4;4.48;7.9;1.545;68.38;14.1;1.62;5.98;;25.8;585.0;19.95;0.458;2.14;4.96;13.5;3.45;21.53;1.747;2.89;0.098;14.3;;4.31;27.31;31.75;0.264;;1.8;1.21;10.0;64.8;20.0;34.6;1.64;4.74;40.25;93.5;209.0;23.15;1.36;2.6;;;;;;0.0316;;23.43;10.65;16.6;2.18;89.8;12.98;24.3;12.2;2.06;;25.2;110.9;3.8;3.0;2.46;71.6;4.4;38.6;260.0;1.51;0.81;
2020-03-05;0.19;2800.0;1.37;;70.05;4.0;4.76;11.8;6.4;4.48;7.9;1.57;69.42;14.1;1.62;6.6;;25.8;585.0;19.9;0.458;2.14;4.98;14.6;3.46;21.35;1.749;2.85;0.0955;14.3;;4.31;28.63;31.78;0.268;;1.842;1.21;10.0;64.0;20.0;34.9;1.68;4.74;40.4;96.1;209.5;24.05;1.36;2.4;;;;;;0.0391;;24.01;10.95;17.8;2.03;87.4;13.0;25.5;12.5;2.06;;25.7;111.4;3.8;3.0;2.4;71.95;4.495;38.9;262.0;1.525;0.71;
2020-03-06;0.19;2800.0;1.26;;66.45;4.0;4.76;11.7;6.4;4.48;7.9;1.59;68.42;14.1;2.0;6.42;;25.8;585.0;19.8;0.42;2.14;4.94;13.5;3.26;19.42;1.569;2.72;0.108;14.3;;4.31;27.79;30.13;0.258;;1.7;1.21;10.0;66.0;20.0;33.4;1.65;4.71;39.35;91.26;202.0;23.45;1.09;2.4;;;;;;0.041;;23.55;11.0;17.35;1.74;80.0;12.32;24.55;11.8;2.06;;25.4;106.5;3.8;3.0;2.31;67.95;4.11;35.6;260.0;1.47;0.745;
2020-03-09;0.19;2800.0;1.246;;61.1;4.0;4.76;11.7;6.4;4.38;6.35;1.41;61.34;14.0;2.0;5.96;;25.8;585.0;17.9;0.457;2.14;4.88;11.5;3.06;18.75;1.0;2.55;0.102;14.3;;4.27;25.09;28.0;0.237;;1.54;1.21;10.0;59.0;20.0;32.0;1.57;4.65;38.0;80.66;190.0;21.8;1.09;2.4;;;;;;0.045;;21.52;10.75;15.65;1.53;79.0;11.6;23.1;10.1;2.46;;25.3;96.35;3.8;3.0;2.2;60.2;3.685;35.0;260.0;1.28;0.88;
2020-03-10;0.19;2800.0;1.19;;59.9;3.54;4.76;11.7;6.4;4.86;6.35;1.4;62.98;13.9;2.0;5.9;;25.8;585.0;18.9;0.45;2.06;4.92;10.8;3.0;18.47;1.19;2.565;0.1;14.3;;3.84;24.99;28.31;0.226;;1.566;1.21;10.0;56.4;20.0;30.65;1.57;4.56;37.0;81.52;190.8;20.9;1.09;2.4;;;;;;0.0589;;21.52;10.55;15.5;1.605;74.2;11.48;22.9;10.6;2.46;;23.0;95.95;3.42;3.0;2.09;62.35;3.8;34.5;260.0;1.215;0.8;
2020-03-11;0.19;2800.0;1.23;;61.15;3.64;4.76;11.7;6.4;4.44;7.55;1.4;62.66;13.9;2.92;6.2;;25.8;585.0;19.2;0.45;2.08;4.9;11.0;3.2;18.03;1.1755;2.53;0.1;14.3;;3.88;23.78;30.0;0.226;;1.64;1.21;10.0;59.4;20.0;29.6;1.57;4.56;38.5;77.24;191.8;21.05;0.8;2.4;;;;;;0.0522;;21.25;10.5;15.6;1.67;75.0;11.34;23.2;11.25;2.7;;22.7;96.1;3.74;3.0;2.1;61.05;3.895;35.5;262.0;1.18;0.86;
2020-03-12;0.19;2460.0;1.19;;53.7;3.6;3.98;11.7;6.4;4.38;7.55;1.4;59.0;13.9;2.92;5.76;;25.8;585.0;18.75;0.449;2.08;4.9;9.7;3.0;15.98;0.9996;2.32;0.09;14.3;;3.85;21.45;27.9;0.21;;1.53;1.21;10.0;58.8;20.0;28.9;1.54;4.54;38.5;70.18;178.4;16.8;1.06;2.4;;;;;;0.0429;;19.74;10.4;13.25;1.6;70.0;10.9;23.15;11.0;2.7;;24.0;86.95;3.74;3.0;2.28;53.95;3.305;32.4;258.0;1.0;0.74;
2020-03-13;0.19;2460.0;1.04;;50.4;3.4;3.98;11.7;6.4;4.98;6.55;1.36;56.78;13.9;3.52;5.1;;25.8;600.0;17.3;0.42;2.06;4.88;8.25;3.0;14.16;1.0;2.16;0.08;14.3;;3.72;19.58;23.32;0.182;0.0005;1.436;1.21;10.0;53.0;20.0;26.4;1.49;4.51;37.0;66.1;167.4;18.4;1.06;2.4;;;;;;0.038;;18.77;9.94;12.75;1.4;63.0;10.3;20.0;10.5;2.7;;24.0;82.1;3.74;3.0;2.03;54.6;3.18;29.5;250.0;0.978;0.8;
2020-03-16;0.19;2240.0;1.012;;45.48;2.9;3.98;11.7;6.45;4.98;6.25;1.33;53.8;13.9;4.0;4.92;;25.8;600.0;17.2;0.43;2.18;4.9;8.0;3.0;12.95;0.86;2.02;0.075;14.3;;3.7;17.36;23.51;0.195;;1.31;1.21;10.0;55.0;20.0;26.15;1.5;4.52;35.45;61.9;148.0;18.2;0.9;2.4;;;;;;0.0402;;18.09;9.88;12.6;1.29;59.0;10.22;20.15;10.4;2.7;;24.8;78.0;3.74;3.0;2.15;48.4;2.835;28.0;228.0;0.826;0.8;
2020-03-17;0.19;2240.0;0.82;;46.16;2.9;3.98;8.6;6.45;4.98;6.6;1.135;61.1;13.7;4.84;4.51;;25.8;600.0;17.2;0.383;2.18;4.9;10.8;2.3;12.55;0.801;2.2;0.076;14.3;;3.53;18.25;24.38;0.21;;1.31;1.21;10.0;51.8;20.0;26.8;1.36;4.38;36.8;61.2;160.8;16.84;0.9;2.4;;;;;;0.043;;18.3;7.54;12.6;1.26;56.6;9.42;17.1;8.34;2.68;;18.85;71.0;3.74;3.0;1.865;46.2;2.685;27.6;222.0;0.692;0.64;
2020-03-18;;;0.94;;45.98;2.92;;;;5.3;6.6;1.155;63.2;13.6;5.35;5.4;;;;16.55;0.371;2.18;4.9;12.5;2.59;11.84;0.8874;2.2;0.0975;;;3.39;17.48;25.5;0.192;;1.262;;;48.5;;25.1;1.36;4.41;37.75;62.94;160.8;16.7;;2.4;;;0.005;;;0.0406;;17.96;8.1;11.95;1.315;53.2;9.42;17.4;11.65;;;15.8;67.55;;;1.85;44.5;2.6;30.0;240.0;0.76;0.7;
